SMILES,V
c1c2c(C(OC)=CC(=C3C(=O)c4ccccc4C(=C3)OC)C2=O)ccc1,2.333500014
c1c2C(C(=C3C(c4ccccc4C(=C3)OC)=O)C=C(OC)c2ccc1)=O,2.333500014
c1cc2C(OC)=CC(C(c2cc1)=O)=C1C=C(OC)c2ccccc2C1=O,2.333500014
C1(=O)c2c(cccc2)C(=CC1=C1C=C(c2c(C1=O)cccc2)OC)OC,2.333500014
O(C)C1c2c(C(=O)C(=C3C(c4ccccc4C(OC)=C3)=O)C=1)cccc2,2.333500014
O=C1C(=C2C(c3ccccc3C(=C2)OC)=O)C=C(OC)c2c1cccc2,2.333500014
COC1c2ccccc2C(C(C=1)=C1C=C(OC)c2c(C1=O)cccc2)=O,2.333500014
O(C)C1c2c(cccc2)C(=O)C(=C2C(c3ccccc3C(OC)=C2)=O)C=1,2.333500014
COC1=CC(C(c2c1cccc2)=O)=C1C=C(OC)c2c(C1=O)cccc2,2.333500014
c12C(OC)=CC(=C3C=C(OC)c4c(cccc4)C3=O)C(=O)c2cccc1,2.333500014
C1=C(OC)c2ccccc2C(=O)C1=C1C=C(OC)c2ccccc2C1=O,2.333500014
C1(=O)C(C=C(OC)c2c1cccc2)=C1C=C(c2c(cccc2)C1=O)OC,2.333500014
c12c(cccc2)C(=CC(=C2C(=O)c3c(cccc3)C(OC)=C2)C1=O)OC,2.333500014
O=C1C(=C2C=C(OC)c3c(C2=O)cccc3)C=C(c2c1cccc2)OC,2.333500014
C1(C(=C2C=C(OC)c3ccccc3C2=O)C=C(OC)c2c1cccc2)=O,2.333500014
c1c2C(C(C=C(OC)c2ccc1)=C1C(c2c(C(OC)=C1)cccc2)=O)=O,2.333500014
c1cc2C(OC)=CC(C(=O)c2cc1)=C1C=C(OC)c2c(cccc2)C1=O,2.333500014
c12ccccc2C(=O)C(C=C1OC)=C1C(=O)c2c(C(OC)=C1)cccc2,2.333500014
c1ccc2C(=CC(=C3C=C(OC)c4ccccc4C3=O)C(=O)c2c1)OC,2.333500014
COC1=CC(=C2C=C(c3ccccc3C2=O)OC)C(c2ccccc12)=O,2.333500014
c1cccc2C(C(=C3C(c4ccccc4C(OC)=C3)=O)C=C(OC)c21)=O,2.333500014
C1(=CC(C(c2c1cccc2)=O)=C1C=C(OC)c2c(cccc2)C1=O)OC,2.333500014
c12c(cccc2)C(C(=C2C=C(OC)c3c(C2=O)cccc3)C=C1OC)=O,2.333500014
c12ccccc1C(=O)C(C=C2OC)=C1C=C(OC)c2c(C1=O)cccc2,2.333500014
c12ccccc2C(OC)=CC(C1=O)=C1C(=O)c2c(cccc2)C(=C1)OC,2.333500014
C1(C(=C2C(c3ccccc3C(=C2)OC)=O)C=C(c2c1cccc2)OC)=O,2.333500014
C1(=O)C(C=C(OC)c2c1cccc2)=C1C=C(OC)c2c(C1=O)cccc2,2.333500014
C1=C(c2ccccc2C(=O)C1=C1C=C(c2c(C1=O)cccc2)OC)OC,2.333500014
c1c2C(OC)=CC(=C3C(=O)c4ccccc4C(=C3)OC)C(=O)c2ccc1,2.333500014
O(C1=CC(C(=O)c2ccccc21)=C1C=C(OC)c2c(C1=O)cccc2)C,2.333500014
c1cc2C(=O)C(C=C(OC)c2cc1)=C1C(=O)c2ccccc2C(=C1)OC,2.333500014
c12C(C(C=C(OC)c1cccc2)=C1C(=O)c2c(cccc2)C(=C1)OC)=O,2.333500014
c1cccc2c1C(C(=C1C=C(c3ccccc3C1=O)OC)C=C2OC)=O,2.333500014
c1c2C(C(=C3C=C(OC)c4ccccc4C3=O)C=C(OC)c2ccc1)=O,2.333500014
c1cccc2c1C(OC)=CC(=C1C(c3ccccc3C(OC)=C1)=O)C2=O,2.333500014
C1=C(c2c(C(C1=C1C=C(OC)c3c(C1=O)cccc3)=O)cccc2)OC,2.333500014
COC1=CC(C(c2ccccc21)=O)=C1C(=O)c2c(C(=C1)OC)cccc2,2.333500014
O=C1c2c(C(=CC1=C1C=C(OC)c3ccccc3C1=O)OC)cccc2,2.333500014
c12C(=O)C(C=C(OC)c1cccc2)=C1C=C(c2ccccc2C1=O)OC,2.333500014
c1c(ccc(c1)=C1SC(=C(SC)S1)SC)=C(C#N)C#N,2.724200016
c1(=C(C#N)C#N)ccc(cc1)=C1SC(SC)=C(SC)S1,2.724200016
C(#N)C(=c1ccc(=C2SC(SC)=C(S2)SC)cc1)C#N,2.724200016
c1(ccc(cc1)=C(C#N)C#N)=C1SC(SC)=C(S1)SC,2.724200016
C1(SC(=c2ccc(cc2)=C(C#N)C#N)SC=1SC)SC,2.724200016
CSC1=C(SC)SC(S1)=c1ccc(=C(C#N)C#N)cc1,2.724200016
c1c(=C(C#N)C#N)ccc(c1)=C1SC(=C(SC)S1)SC,2.724200016
S(C)C1SC(=c2ccc(cc2)=C(C#N)C#N)SC=1SC,2.724200016
S(C)C1=C(SC(S1)=c1ccc(cc1)=C(C#N)C#N)SC,2.724200016
S(C1=C(SC(S1)=c1ccc(=C(C#N)C#N)cc1)SC)C,2.724200016
S(C1=C(SC(=c2ccc(=C(C#N)C#N)cc2)S1)SC)C,2.724200016
C1(SC(SC)=C(S1)SC)=c1ccc(cc1)=C(C#N)C#N,2.724200016
C1(=C(SC(=c2ccc(=C(C#N)C#N)cc2)S1)SC)SC,2.724200016
C1(SC)=C(SC(=c2ccc(=C(C#N)C#N)cc2)S1)SC,2.724200016
C(#N)C(=c1ccc(cc1)=C1SC(SC)=C(SC)S1)C#N,2.724200016
c1c(ccc(c1)=C1SC(SC)=C(SC)S1)=C(C#N)C#N,2.724200016
c1(ccc(=C2SC(SC)=C(S2)SC)cc1)=C(C#N)C#N,2.724200016
S(C1SC(SC=1SC)=c1ccc(=C(C#N)C#N)cc1)C,2.724200016
CSC1=C(SC(=c2ccc(=C(C#N)C#N)cc2)S1)SC,2.724200016
C1(SC(SC)=C(S1)SC)=c1ccc(cc1)=C(C#N)C#N,2.724200016
S(C)C1=C(SC(S1)=c1ccc(=C(C#N)C#N)cc1)SC,2.724200016
c1cc(=C2SC(=C(SC)S2)SC)ccc1=C(C#N)C#N,2.724200016
S1C(SC)=C(SC)SC1=c1ccc(cc1)=C(C#N)C#N,2.724200016
c1cc(=C2SC(=C(SC)S2)SC)ccc1=C(C#N)C#N,2.724200016
N#CC(C#N)=c1ccc(=C2SC(=C(SC)S2)SC)cc1,2.724200016
N#CC(C#N)=c1ccc(=C2SC(=C(SC)S2)SC)cc1,2.724200016
C1(=C(SC(S1)=c1ccc(=C(C#N)C#N)cc1)SC)SC,2.724200016
N#CC(=c1ccc(=C2SC(SC)=C(SC)S2)cc1)C#N,2.724200016
CSC1=C(SC(S1)=c1ccc(=C(C#N)C#N)cc1)SC,2.724200016
S(C)C1=C(SC)SC(=c2ccc(cc2)=C(C#N)C#N)S1,2.724200016
C1(SC)=C(SC)SC(S1)=c1ccc(cc1)=C(C#N)C#N,2.724200016
c1c(ccc(=C2SC(SC)=C(SC)S2)c1)=C(C#N)C#N,2.724200016
CSC1SC(SC=1SC)=c1ccc(cc1)=C(C#N)C#N,2.724200016
C1(SC)SC(=c2ccc(cc2)=C(C#N)C#N)SC=1SC,2.724200016
N#CC(=c1ccc(cc1)=C1SC(SC)=C(SC)S1)C#N,2.724200016
S(C1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC)C,2.724200016
c1(ccc(cc1)=C1SC(SC)=C(S1)SC)=C(C#N)C#N,2.724200016
N#CC(C#N)=c1ccc(cc1)=C1SC(=C(S1)SC)SC,2.724200016
C(#N)C(=c1ccc(=C2SC(=C(S2)SC)SC)cc1)C#N,2.724200016
CSC1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC,2.724200016
S(C)C1=C(SC(S1)=c1ccc(=C(C#N)C#N)cc1)SC,2.724200016
CSC1SC(=c2ccc(cc2)=C(C#N)C#N)SC=1SC,2.724200016
c1(ccc(=C(C#N)C#N)cc1)=C1SC(=C(SC)S1)SC,2.724200016
CSC1SC(SC=1SC)=c1ccc(cc1)=C(C#N)C#N,2.724200016
c1(ccc(cc1)=C1SC(=C(SC)S1)SC)=C(C#N)C#N,2.724200016
c1cc(ccc1=C(C#N)C#N)=C1SC(=C(SC)S1)SC,2.724200016
c1(=C2SC(=C(S2)SC)SC)ccc(cc1)=C(C#N)C#N,2.724200016
S1C(=c2ccc(cc2)=C(C#N)C#N)SC(SC)=C1SC,2.724200016
c1c(ccc(=C2SC(SC)=C(SC)S2)c1)=C(C#N)C#N,2.724200016
S1C(=c2ccc(=C(C#N)C#N)cc2)SC(SC)=C1SC,2.724200016
CSC1SC(SC=1SC)=c1ccc(=C(C#N)C#N)cc1,2.724200016
S1C(=c2ccc(=C(C#N)C#N)cc2)SC(=C1SC)SC,2.724200016
C(#N)C(C#N)=c1ccc(=C2SC(SC)=C(SC)S2)cc1,2.724200016
N#CC(C#N)=c1ccc(cc1)=C1SC(SC)=C(S1)SC,2.724200016
C(C#N)(=c1ccc(=C2SC(SC)=C(SC)S2)cc1)C#N,2.724200016
CSC1=C(SC)SC(S1)=c1ccc(cc1)=C(C#N)C#N,2.724200016
S(C)C1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC,2.724200016
S(C1SC(SC=1SC)=c1ccc(=C(C#N)C#N)cc1)C,2.724200016
C1(SC)=C(SC)SC(=c2ccc(cc2)=C(C#N)C#N)S1,2.724200016
N#CC(C#N)=c1ccc(=C2SC(SC)=C(SC)S2)cc1,2.724200016
CSC1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC,2.724200016
c1c(ccc(=C2SC(SC)=C(SC)S2)c1)=C(C#N)C#N,2.724200016
CSC1=C(SC(S1)=c1ccc(=C(C#N)C#N)cc1)SC,2.724200016
C1(=c2ccc(cc2)=C(C#N)C#N)SC(SC)=C(SC)S1,2.724200016
C(C#N)(=c1ccc(cc1)=C1SC(=C(S1)SC)SC)C#N,2.724200016
C1(=C(SC)SC(=c2ccc(=C(C#N)C#N)cc2)S1)SC,2.724200016
c1cc(ccc1=C(C#N)C#N)=C1SC(=C(SC)S1)SC,2.724200016
C(C(=c1ccc(=C2SC(=C(S2)SC)SC)cc1)C#N)#N,2.724200016
S1C(SC)=C(SC)SC1=c1ccc(cc1)=C(C#N)C#N,2.724200016
c1c(=C(C#N)C#N)ccc(c1)=C1SC(SC)=C(S1)SC,2.724200016
C1(=c2ccc(cc2)=C(C#N)C#N)SC(=C(SC)S1)SC,2.724200016
c1c(ccc(=C2SC(=C(SC)S2)SC)c1)=C(C#N)C#N,2.724200016
c1c(ccc(c1)=C(C#N)C#N)=C1SC(SC)=C(SC)S1,2.724200016
S(C1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC)C,2.724200016
c1(=C(C#N)C#N)ccc(cc1)=C1SC(=C(SC)S1)SC,2.724200016
C(C#N)(=c1ccc(cc1)=C1SC(SC)=C(SC)S1)C#N,2.724200016
c1c(ccc(c1)=C1SC(=C(SC)S1)SC)=C(C#N)C#N,2.724200016
S(C1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC)C,2.724200016
C(C(=c1ccc(cc1)=C1SC(SC)=C(S1)SC)C#N)#N,2.724200016
C1(=C(SC(=c2ccc(=C(C#N)C#N)cc2)S1)SC)SC,2.724200016
C(C#N)(C#N)=c1ccc(=C2SC(=C(SC)S2)SC)cc1,2.724200016
C(C(C#N)=c1ccc(=C2SC(SC)=C(S2)SC)cc1)#N,2.724200016
N#CC(C#N)=c1ccc(cc1)=C1SC(SC)=C(S1)SC,2.724200016
CSC1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC,2.724200016
C(C#N)(C#N)=c1ccc(=C2SC(SC)=C(SC)S2)cc1,2.724200016
N#CC(=c1ccc(cc1)=C1SC(SC)=C(S1)SC)C#N,2.724200016
C(C#N)(C#N)=c1ccc(cc1)=C1SC(=C(S1)SC)SC,2.724200016
c1c(ccc(c1)=C(C#N)C#N)=C1SC(=C(SC)S1)SC,2.724200016
S(C)C1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC,2.724200016
c1(ccc(=C(C#N)C#N)cc1)=C1SC(=C(SC)S1)SC,2.724200016
S(C1=C(SC)SC(=c2ccc(cc2)=C(C#N)C#N)S1)C,2.724200016
C(#N)C(C#N)=c1ccc(cc1)=C1SC(=C(S1)SC)SC,2.724200016
CSC1=C(SC)SC(=c2ccc(cc2)=C(C#N)C#N)S1,2.724200016
C(#N)C(C#N)=c1ccc(cc1)=C1SC(=C(SC)S1)SC,2.724200016
C(=c1ccc(=C2SC(SC)=C(S2)SC)cc1)(C#N)C#N,2.724200016
c1c(=C2SC(=C(S2)SC)SC)ccc(c1)=C(C#N)C#N,2.724200016
S(C1SC(=c2ccc(=C(C#N)C#N)cc2)SC=1SC)C,2.724200016
c1c(ccc(=C(C#N)C#N)c1)=C1SC(SC)=C(S1)SC,2.724200016
C(=c1ccc(=C2SC(=C(S2)SC)SC)cc1)(C#N)C#N,2.724200016
S1C(SC)=C(SC)SC1=c1ccc(=C(C#N)C#N)cc1,2.724200016
O=C(OC)C(=c1ccc(cc1)=C(C(=O)OCCBr)C(=O)OC)C(OC)=O,3.538600021
C(OC)(C(=c1ccc(=C(C(=O)OC)C(OC)=O)cc1)C(=O)OCCBr)=O,3.538600021
BrCCOC(=O)C(=c1ccc(cc1)=C(C(OC)=O)C(OC)=O)C(=O)OC,3.538600021
C(=c1ccc(=C(C(OC)=O)C(=O)OCCBr)cc1)(C(=O)OC)C(OC)=O,3.538600021
C(=c1ccc(=C(C(=O)OC)C(OC)=O)cc1)(C(=O)OC)C(OCCBr)=O,3.538600021
BrCCOC(C(=c1ccc(=C(C(=O)OC)C(=O)OC)cc1)C(OC)=O)=O,3.538600021
COC(C(C(OC)=O)=c1ccc(=C(C(=O)OCCBr)C(OC)=O)cc1)=O,3.538600021
c1cc(ccc1=C(C(OC)=O)C(=O)OC)=C(C(OCCBr)=O)C(=O)OC,3.538600021
BrCCOC(=O)C(C(OC)=O)=c1ccc(cc1)=C(C(OC)=O)C(OC)=O,3.538600021
C(OC(=O)C(=c1ccc(=C(C(OC)=O)C(=O)OC)cc1)C(OC)=O)CBr,3.538600021
C(Br)COC(C(C(OC)=O)=c1ccc(cc1)=C(C(OC)=O)C(OC)=O)=O,3.538600021
c1(ccc(cc1)=C(C(=O)OC)C(=O)OCCBr)=C(C(=O)OC)C(=O)OC,3.538600021
O=C(OC)C(=c1ccc(cc1)=C(C(OC)=O)C(=O)OC)C(=O)OCCBr,3.538600021
BrCCOC(=O)C(C(OC)=O)=c1ccc(cc1)=C(C(=O)OC)C(OC)=O,3.538600021
c1c(ccc(=C(C(=O)OC)C(=O)OC)c1)=C(C(OCCBr)=O)C(=O)OC,3.538600021
c1c(ccc(c1)=C(C(=O)OCCBr)C(OC)=O)=C(C(OC)=O)C(=O)OC,3.538600021
C(C(=c1ccc(cc1)=C(C(OCCBr)=O)C(OC)=O)C(=O)OC)(=O)OC,3.538600021
c1c(ccc(=C(C(=O)OCCBr)C(OC)=O)c1)=C(C(=O)OC)C(OC)=O,3.538600021
O=C(OCCBr)C(=c1ccc(=C(C(OC)=O)C(=O)OC)cc1)C(=O)OC,3.538600021
O=C(OCCBr)C(=c1ccc(=C(C(OC)=O)C(=O)OC)cc1)C(OC)=O,3.538600021
c1(=C(C(=O)OC)C(OC)=O)ccc(cc1)=C(C(OC)=O)C(=O)OCCBr,3.538600021
C(OC(=O)C(C(OC)=O)=c1ccc(cc1)=C(C(=O)OC)C(=O)OC)CBr,3.538600021
C(COC(C(C(=O)OC)=c1ccc(cc1)=C(C(OC)=O)C(=O)OC)=O)Br,3.538600021
C(COC(=O)C(=c1ccc(cc1)=C(C(OC)=O)C(=O)OC)C(=O)OC)Br,3.538600021
c1cc(=C(C(OC)=O)C(=O)OC)ccc1=C(C(=O)OCCBr)C(OC)=O,3.538600021
c1(=C(C(OC)=O)C(=O)OC)ccc(=C(C(=O)OCCBr)C(=O)OC)cc1,3.538600021
c1c(=C(C(OC)=O)C(=O)OC)ccc(=C(C(OC)=O)C(OCCBr)=O)c1,3.538600021
C(OC)(C(C(=O)OCCBr)=c1ccc(cc1)=C(C(=O)OC)C(=O)OC)=O,3.538600021
C(C(=O)OCCBr)(=c1ccc(cc1)=C(C(OC)=O)C(OC)=O)C(=O)OC,3.538600021
O(C(=O)C(C(=O)OCCBr)=c1ccc(=C(C(=O)OC)C(OC)=O)cc1)C,3.538600021
c1cc(ccc1=C(C(OC)=O)C(=O)OC)=C(C(=O)OC)C(OCCBr)=O,3.538600021
O=C(OC)C(C(OCCBr)=O)=c1ccc(=C(C(OC)=O)C(OC)=O)cc1,3.538600021
C(C(=c1ccc(=C(C(OC)=O)C(OC)=O)cc1)C(=O)OC)(=O)OCCBr,3.538600021
C(=O)(C(=c1ccc(cc1)=C(C(OC)=O)C(=O)OC)C(=O)OC)OCCBr,3.538600021
C(=O)(C(C(OCCBr)=O)=c1ccc(cc1)=C(C(OC)=O)C(=O)OC)OC,3.538600021
O(C)C(C(=c1ccc(=C(C(=O)OC)C(OC)=O)cc1)C(=O)OCCBr)=O,3.538600021
c1cc(ccc1=C(C(=O)OC)C(OCCBr)=O)=C(C(OC)=O)C(OC)=O,3.538600021
C(C(=O)OCCBr)(C(OC)=O)=c1ccc(cc1)=C(C(OC)=O)C(OC)=O,3.538600021
C(=O)(C(=c1ccc(=C(C(OC)=O)C(OC)=O)cc1)C(=O)OCCBr)OC,3.538600021
COC(C(C(=O)OC)=c1ccc(=C(C(OC)=O)C(=O)OCCBr)cc1)=O,3.538600021
BrCCOC(C(C(OC)=O)=c1ccc(cc1)=C(C(=O)OC)C(OC)=O)=O,3.538600021
C(C(=O)OC)(=c1ccc(=C(C(OC)=O)C(=O)OCCBr)cc1)C(=O)OC,3.538600021
O=C(C(C(=O)OC)=c1ccc(=C(C(OC)=O)C(OCCBr)=O)cc1)OC,3.538600021
c1(=C(C(=O)OCCBr)C(=O)OC)ccc(cc1)=C(C(OC)=O)C(=O)OC,3.538600021
c1cc(ccc1=C(C(=O)OC)C(OCCBr)=O)=C(C(=O)OC)C(=O)OC,3.538600021
C(=c1ccc(cc1)=C(C(=O)OC)C(=O)OCCBr)(C(=O)OC)C(=O)OC,3.538600021
c1(ccc(cc1)=C(C(=O)OC)C(OCCBr)=O)=C(C(=O)OC)C(OC)=O,3.538600021
C(COC(=O)C(=c1ccc(=C(C(OC)=O)C(OC)=O)cc1)C(OC)=O)Br,3.538600021
c1c(ccc(c1)=C(C(=O)OCCBr)C(=O)OC)=C(C(OC)=O)C(OC)=O,3.538600021
C(C(OC)=O)(=c1ccc(=C(C(OC)=O)C(OCCBr)=O)cc1)C(OC)=O,3.538600021
O=C(OCCBr)C(C(OC)=O)=c1ccc(=C(C(=O)OC)C(OC)=O)cc1,3.538600021
COC(C(=c1ccc(cc1)=C(C(=O)OC)C(OCCBr)=O)C(OC)=O)=O,3.538600021
C(OC(=O)C(=c1ccc(cc1)=C(C(OC)=O)C(=O)OC)C(OC)=O)CBr,3.538600021
C(Br)COC(C(C(=O)OC)=c1ccc(cc1)=C(C(=O)OC)C(OC)=O)=O,3.538600021
O(C(=O)C(=c1ccc(=C(C(OC)=O)C(OC)=O)cc1)C(OC)=O)CCBr,3.538600021
O(C(=O)C(=c1ccc(cc1)=C(C(=O)OCCBr)C(=O)OC)C(OC)=O)C,3.538600021
C(=O)(OC)C(C(OC)=O)=c1ccc(=C(C(=O)OCCBr)C(=O)OC)cc1,3.538600021
O(C)C(C(=c1ccc(cc1)=C(C(=O)OC)C(=O)OC)C(OCCBr)=O)=O,3.538600021
COC(C(C(OC)=O)=c1ccc(=C(C(=O)OCCBr)C(=O)OC)cc1)=O,3.538600021
O=C(C(=c1ccc(cc1)=C(C(=O)OC)C(=O)OC)C(=O)OC)OCCBr,3.538600021
COC(C(=c1ccc(cc1)=C(C(OC)=O)C(OC)=O)C(=O)OCCBr)=O,3.538600021
C(OC)(=O)C(=c1ccc(=C(C(OC)=O)C(OC)=O)cc1)C(OCCBr)=O,3.538600021
C(Br)COC(=O)C(=c1ccc(=C(C(OC)=O)C(=O)OC)cc1)C(=O)OC,3.538600021
COC(C(C(=O)OC)=c1ccc(cc1)=C(C(=O)OC)C(OCCBr)=O)=O,3.538600021
COC(C(C(OC)=O)=c1ccc(cc1)=C(C(OCCBr)=O)C(OC)=O)=O,3.538600021
c1c(=C(C(=O)OC)C(=O)OCCBr)ccc(=C(C(=O)OC)C(OC)=O)c1,3.538600021
COC(=O)C(C(OCCBr)=O)=c1ccc(=C(C(=O)OC)C(OC)=O)cc1,3.538600021
COC(=O)C(C(=O)OC)=c1ccc(cc1)=C(C(OC)=O)C(=O)OCCBr,3.538600021
O=C(OC)C(=c1ccc(cc1)=C(C(OCCBr)=O)C(=O)OC)C(OC)=O,3.538600021
c1cc(=C(C(=O)OC)C(=O)OCCBr)ccc1=C(C(OC)=O)C(OC)=O,3.538600021
O(C(=O)C(=c1ccc(cc1)=C(C(OC)=O)C(OC)=O)C(=O)OC)CCBr,3.538600021
C(C(=O)OC)(C(OCCBr)=O)=c1ccc(cc1)=C(C(=O)OC)C(OC)=O,3.538600021
C(OC)(=O)C(=c1ccc(cc1)=C(C(OCCBr)=O)C(OC)=O)C(=O)OC,3.538600021
O=C(OC)C(=c1ccc(=C(C(OC)=O)C(OCCBr)=O)cc1)C(OC)=O,3.538600021
c1cc(ccc1=C(C(OC)=O)C(=O)OC)=C(C(OC)=O)C(=O)OCCBr,3.538600021
c1(ccc(=C(C(OC)=O)C(OC)=O)cc1)=C(C(=O)OCCBr)C(OC)=O,3.538600021
C(OC)(C(=c1ccc(=C(C(OC)=O)C(=O)OCCBr)cc1)C(OC)=O)=O,3.538600021
COC(=O)C(=c1ccc(=C(C(OCCBr)=O)C(=O)OC)cc1)C(OC)=O,3.538600021
O=C(OC)C(=c1ccc(cc1)=C(C(=O)OC)C(OCCBr)=O)C(OC)=O,3.538600021
c1(=C(C(OC)=O)C(OC)=O)ccc(=C(C(OC)=O)C(=O)OCCBr)cc1,3.538600021
O(C(=O)C(C(OC)=O)=c1ccc(=C(C(OC)=O)C(OC)=O)cc1)CCBr,3.538600021
O=C(OC)C(C(OC)=O)=c1ccc(cc1)=C(C(OC)=O)C(=O)OCCBr,3.538600021
COC(=O)C(C(=O)OCCBr)=c1ccc(cc1)=C(C(=O)OC)C(=O)OC,3.538600021
C(C(OC)=O)(=c1ccc(=C(C(OC)=O)C(=O)OCCBr)cc1)C(OC)=O,3.538600021
C(C(OCCBr)=O)(C(OC)=O)=c1ccc(=C(C(=O)OC)C(=O)OC)cc1,3.538600021
COC(=O)C(C(OC)=O)=c1ccc(=C(C(=O)OC)C(OCCBr)=O)cc1,3.538600021
c1c(=C(C(=O)OC)C(=O)OC)ccc(=C(C(OC)=O)C(=O)OCCBr)c1,3.538600021
BrCCOC(C(C(=O)OC)=c1ccc(cc1)=C(C(=O)OC)C(OC)=O)=O,3.538600021
O=C(C(C(OC)=O)=c1ccc(=C(C(OC)=O)C(=O)OC)cc1)OCCBr,3.538600021
O=C(OC)C(C(OC)=O)=c1ccc(=C(C(OC)=O)C(OCCBr)=O)cc1,3.538600021
O=C(OCCBr)C(C(OC)=O)=c1ccc(cc1)=C(C(=O)OC)C(=O)OC,3.538600021
C(Br)COC(=O)C(C(OC)=O)=c1ccc(=C(C(=O)OC)C(=O)OC)cc1,3.538600021
c1(=C(C(=O)OC)C(=O)OC)ccc(=C(C(=O)OC)C(=O)OCCBr)cc1,3.538600021
C(C(C(OCCBr)=O)=c1ccc(=C(C(=O)OC)C(=O)OC)cc1)(OC)=O,3.538600021
O=C(C(C(OC)=O)=c1ccc(=C(C(=O)OC)C(=O)OC)cc1)OCCBr,3.538600021
C(=O)(C(=c1ccc(=C(C(=O)OCCBr)C(=O)OC)cc1)C(OC)=O)OC,3.538600021
O=C(OC)C(C(=O)OCCBr)=c1ccc(=C(C(=O)OC)C(=O)OC)cc1,3.538600021
BrCCOC(C(=c1ccc(cc1)=C(C(OC)=O)C(OC)=O)C(OC)=O)=O,3.538600021
O(C)C(C(C(=O)OCCBr)=c1ccc(cc1)=C(C(=O)OC)C(=O)OC)=O,3.538600021
c1(=C(C(=O)OC)C(=O)OC)ccc(cc1)=C(C(OC)=O)C(=O)OCCBr,3.538600021
c1ccccc1C1=[N+]([O-])c2ccccc2C1=C(C#N)C#N,3.021100018
c1cc(ccc1)C1=[N+](c2c(cccc2)C1=C(C#N)C#N)[O-],3.021100018
c12C(=C(C#N)C#N)C(c3ccccc3)=[N+](c2cccc1)[O-],3.021100018
c1ccc2c(C(C(=[N+]2[O-])c2ccccc2)=C(C#N)C#N)c1,3.021100018
c1c2c(ccc1)[N+]([O-])=C(c1ccccc1)C2=C(C#N)C#N,3.021100018
N#CC(=C1c2ccccc2[N+]([O-])=C1c1ccccc1)C#N,3.021100018
N#CC(C#N)=C1C(c2ccccc2)=[N+]([O-])c2ccccc21,3.021100018
c1(C2C(=C(C#N)C#N)c3ccccc3[N+]=2[O-])ccccc1,3.021100018
c1ccc(C2=[N+](c3c(cccc3)C2=C(C#N)C#N)[O-])cc1,3.021100018
c1cc2c(cc1)C(C(c1ccccc1)=[N+]2[O-])=C(C#N)C#N,3.021100018
c1ccc2c([N+]([O-])=C(C2=C(C#N)C#N)c2ccccc2)c1,3.021100018
[N+]1(=C(c2ccccc2)C(c2c1cccc2)=C(C#N)C#N)[O-],3.021100018
c12c([N+](=C(C2=C(C#N)C#N)c2ccccc2)[O-])cccc1,3.021100018
N#CC(=C1C(=[N+]([O-])c2c1cccc2)c1ccccc1)C#N,3.021100018
C(C(=C1C(c2ccccc2)=[N+](c2ccccc12)[O-])C#N)#N,3.021100018
c12ccccc1[N+]([O-])=C(c1ccccc1)C2=C(C#N)C#N,3.021100018
C(C(C#N)=C1C(c2ccccc2)=[N+](c2c1cccc2)[O-])#N,3.021100018
c1cc2c(cc1)C(=C(C#N)C#N)C(=[N+]2[O-])c1ccccc1,3.021100018
c1ccc(C2=[N+]([O-])c3ccccc3C2=C(C#N)C#N)cc1,3.021100018
C(C(=C1c2ccccc2[N+]([O-])=C1c1ccccc1)C#N)#N,3.021100018
c1cc2c(cc1)[N+](=C(C2=C(C#N)C#N)c1ccccc1)[O-],3.021100018
c1(ccccc1)C1C(c2c(cccc2)[N+]=1[O-])=C(C#N)C#N,3.021100018
c1c2c(C(C(=[N+]2[O-])c2ccccc2)=C(C#N)C#N)ccc1,3.021100018
C1(=C(C#N)C#N)c2ccccc2[N+](=C1c1ccccc1)[O-],3.021100018
c12ccccc2[N+](=C(c2ccccc2)C1=C(C#N)C#N)[O-],3.021100018
C(#N)C(=C1C(=[N+]([O-])c2ccccc21)c1ccccc1)C#N,3.021100018
c1c2c(ccc1)[N+]([O-])=C(C2=C(C#N)C#N)c1ccccc1,3.021100018
N#CC(C#N)=C1c2c([N+]([O-])=C1c1ccccc1)cccc2,3.021100018
c1cc2[N+](=C(C(c2cc1)=C(C#N)C#N)c1ccccc1)[O-],3.021100018
c1ccc(cc1)C1C(c2ccccc2[N+]=1[O-])=C(C#N)C#N,3.021100018
[O-][N+]1=C(C(=C(C#N)C#N)c2ccccc12)c1ccccc1,3.021100018
c1cccc2c1C(=C(C#N)C#N)C(=[N+]2[O-])c1ccccc1,3.021100018
c1cccc(c1)C1=[N+]([O-])c2ccccc2C1=C(C#N)C#N,3.021100018
c1cccc(c1)C1=[N+](c2ccccc2C1=C(C#N)C#N)[O-],3.021100018
C1(c2ccccc2[N+](=C1c1ccccc1)[O-])=C(C#N)C#N,3.021100018
C(C(C#N)=C1C(=[N+](c2ccccc12)[O-])c1ccccc1)#N,3.021100018
