SMILES,SF
c1ccccc1CCCc1c(cc(CCCc2ccccc2)c(c1)=C(C#N)C#N)=C(C#N)C#N,0.382219292
N#CC(C#N)=c1cc(OCC#C)c(=C(C#N)C#N)cc1,0.377958848
C(=c1ccc(=C(C#N)C#N)c(c1)OCC#C)(C#N)C#N,0.377958848
C(#N)C(=c1cc(OCC#C)c(=C(C#N)C#N)cc1)C#N,0.377958848
C#CCOc1cc(=C(C#N)C#N)ccc1=C(C#N)C#N,0.377958848
C(C(C#N)=c1cc(OCC#C)c(cc1)=C(C#N)C#N)#N,0.377958848
N#CC(=c1c(OC)cc(=C(C#N)C#N)c(c1)OC)C=C1N(c2ccccc2C1(C)C)C,0.622437602
c1cccc2c1N(C)C(C2(C)C)=CC(C#N)=c1cc(c(=C(C#N)C#N)cc1OC)OC,0.622437602
N#CC(C#N)=c1c(cc(c(c1)OC)=C(C=C1N(C)c2c(C1(C)C)cccc2)C#N)OC,0.622437602
C(C(C#N)=c1cc(OC)c(=C(C#N)C=C2N(c3ccccc3C2(C)C)C)cc1OC)#N,0.622437602
C(=C1N(c2c(cccc2)C1(C)C)C)C(C#N)=c1cc(OC)c(cc1OC)=C(C#N)C#N,0.622437602
c1cc2N(C)C(C(c2cc1)(C)C)=CC(C#N)=c1cc(OCC)c(=C(C#N)C#N)cc1OCC,0.673376002
c1(c(cc(OCC)c(c1)=C(C=C1N(C)c2c(cccc2)C1(C)C)C#N)=C(C#N)C#N)OCC,0.673376002
O(c1cc(=C(C#N)C#N)c(cc1=C(C#N)C=C1N(c2ccccc2C1(C)C)C)OCC)CC,0.673376002
c1(OCC)cc(=C(C#N)C#N)c(cc1=C(C=C1N(c2ccccc2C1(C)C)C)C#N)OCC,0.673376002
c1cc2C(C(=CC(=c3c(OCC)cc(c(c3)OCC)=C(C#N)C#N)C#N)N(c2cc1)C)(C)C,0.673376002
c1cc(ccc1NC1C=CC(C2=C(Nc3ccc(cc3)CCCC)C=CC(C=12)=O)=O)CCCC,0.465015236
C(c1ccc(NC2C=CC(C3=C(C=CC(C=23)=O)Nc2ccc(CCCC)cc2)=O)cc1)CCC,0.465015236
c1(ccc(CCCC)cc1)NC1=C2C(=O)C=CC(=C2C(=O)C=C1)Nc1ccc(cc1)CCCC,0.465015236
C(CCc1ccc(NC2=C3C(=O)C=CC(=C3C(=O)C=C2)Nc2ccc(cc2)CCCC)cc1)C,0.465015236
C1C(=C2C(=C(C=CC2=O)Nc2ccc(cc2)CCCC)C(=O)C=1)Nc1ccc(CCCC)cc1,0.465015236
C[Si](C)(C)OC(C12CC3CC(CC(C3)C1)C2)=[Si]([Si](C)(C)C)[Si](C)(C)C,0.216582335
[Si](C)(C)([Si]([Si](C)(C)C)=C(C12CC3CC(CC(C3)C1)C2)O[Si](C)(C)C)C,0.216582335
C[Si](C)([Si]([Si](C)(C)C)=C(O[Si](C)(C)C)C12CC3CC(CC(C3)C1)C2)C,0.216582335
C(C12CC3CC(C1)CC(C2)C3)(=[Si]([Si](C)(C)C)[Si](C)(C)C)O[Si](C)(C)C,0.216582335
[Si]([Si]([Si](C)(C)C)=C(O[Si](C)(C)C)C12CC3CC(CC(C1)C3)C2)(C)(C)C,0.216582335
C1(=C(O)C(=O)C(=CC1=CC=C1C=C(C(C)(C)C)C(C(=C1C(C)(C)C)O)=O)C(C)(C)C)C(C)(C)C,0.622286962
C1(=C(O)C(C(=CC1=CC=C1C(=C(O)C(=O)C(C(C)(C)C)=C1)C(C)(C)C)C(C)(C)C)=O)C(C)(C)C,0.622286962
C1(=C(C(C(=CC1=CC=C1C=C(C(C)(C)C)C(C(O)=C1C(C)(C)C)=O)C(C)(C)C)=O)O)C(C)(C)C,0.622286962
CC(C)(C)C1C(=O)C(O)=C(C(C)(C)C)C(C=1)=CC=C1C(C(C)(C)C)=C(C(=O)C(C(C)(C)C)=C1)O,0.622286962
C1(C(C(O)=C(C(=CC=C2C=C(C(C)(C)C)C(C(O)=C2C(C)(C)C)=O)C=1)C(C)(C)C)=O)C(C)(C)C,0.622286962
O=C1C2=C(NC(C)C)C=C([Se]c3ccccc3)C(=O)C2=C(NC(C)C)C=C1[Se]c1ccccc1,0.590140497
CC(NC1C=C(C(C2C=1C(C(=CC=2NC(C)C)[Se]c1ccccc1)=O)=O)[Se]c1ccccc1)C,0.590140497
C(C)(NC1=C2C(C(C(=C1)[Se]c1ccccc1)=O)=C(C=C(C2=O)[Se]c1ccccc1)NC(C)C)C,0.590140497
c1cc(ccc1)[Se]C1C(=O)C2=C(NC(C)C)C=C([Se]c3ccccc3)C(C2=C(C=1)NC(C)C)=O,0.590140497
C(C)(C)NC1C=C([Se]c2ccccc2)C(=O)C2=C(NC(C)C)C=C(C(C=12)=O)[Se]c1ccccc1,0.590140497
c1cc(ccc1)C1C(=C2C(=O)N(C)c3c(C)cc(C)cc32)c2c([N+]=1[O-])cccc2,0.653427549
C1(=C2c3c([N+]([O-])=C2c2ccccc2)cccc3)c2c(c(cc(c2)C)C)N(C)C1=O,0.653427549
C1(=C2C(N(c3c(C)cc(cc32)C)C)=O)c2c(cccc2)[N+]([O-])=C1c1ccccc1,0.653427549
c1ccc2C(=C3C(=O)N(C)c4c3cc(C)cc4C)C(=[N+]([O-])c2c1)c1ccccc1,0.653427549
c12ccccc1C(C(=[N+]2[O-])c1ccccc1)=C1C(=O)N(c2c1cc(cc2C)C)C,0.653427549
c12c(C(c3cc4=C(c5ccccc5C(=O)c4cc3=C2c2c(cccc2F)F)c2c(cccc2F)F)=O)cccc1,0.38274713
c1ccc2C(c3c(F)cccc3F)=c3cc4C(c5c(cccc5)C(c5c(F)cccc5F)=c4cc3C(c2c1)=O)=O,0.38274713
Fc1cccc(F)c1C1c2c(C(c3c=1cc1C(c4c(cccc4)C(c4c(cccc4F)F)=c1c3)=O)=O)cccc2,0.38274713
c12c(C(=O)c3c(cc4C(=O)c5ccccc5C(=c4c3)c3c(F)cccc3F)=C1c1c(cccc1F)F)cccc2,0.38274713
O=C1c2c(=C(c3c(cccc3F)F)c3ccccc31)cc1c(c2)=C(c2c(F)cccc2F)c2ccccc2C1=O,0.38274713
CC[Si](CC)(CC)C#CC1c2c(C=Cc3c=1cc1C=Cc4ccccc4C(C#C[Si](CC)(CC)CC)=c1c3)cccc2,0.21319189
c1cccc2c1C(C#C[Si](CC)(CC)CC)=c1c(C=C2)cc2c(c1)C=Cc1ccccc1C=2C#C[Si](CC)(CC)CC,0.21319189
CC[Si](C#CC1c2c(cccc2)C=Cc2c=1cc1c(c2)=C(c2ccccc2C=C1)C#C[Si](CC)(CC)CC)(CC)CC,0.21319189
c12ccccc2C(C#C[Si](CC)(CC)CC)=c2cc3C=Cc4c(C(=c3cc2C=C1)C#C[Si](CC)(CC)CC)cccc4,0.21319189
C1c2c(cccc2)C(=c2c(cc3=C(c4c(cccc4)C=Cc3c2)C#C[Si](CC)(CC)CC)C=1)C#C[Si](CC)(CC)CC,0.21319189
c1(-c2ccccc2)c2ccccc2c2N=C3[N+](=C(c4ccccc4)c4c3cccc4)[B-](n12)(C#N)C#N,0.305742625
c1cc(C2=[N+]3C(c4c2cccc4)=Nc2c4c(c(-c5ccccc5)n2[B-]3(C#N)C#N)cccc4)ccc1,0.305742625
